soc_code,general_occupation,subtype,occupational_title,estimated_employment_2014,projected_employment_2024,percent_change_2014_2024,annual_average_percent_change,new_jobs,replace_ment_needs,total_jobs,median_hourly,median_annual,entry_level_education,work_experience,on_the_job_training
21_1015,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Rehabilitation Counselors,12900,15e3,16.3,1.6,220,270,490,15,31206,Master's degree,No experience necessary,Apprenticeship
21_1019,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors, All Other",3200,3700,15.6,1.6,50,70,120,19.23,40022,Master's degree,No experience necessary,Apprenticeship
21_1021,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists","Child, Family, and School Social Workers",31100,35600,14.5,1.4,450,750,1200,23.130000000000003,48117,Bachelor's degree,No experience necessary,Apprenticeship
21_1022,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Healthcare Social Workers,14300,17600,23.1,2.3,330,340,670,33,68651,Master's degree,No experience necessary,Apprenticeship
21_1023,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Mental Health and Substance Abuse Social Workers,13300,15500,16.5,1.7,220,320,540,23.110000000000003,48067,Bachelor's degree,No experience necessary,Apprenticeship
21_1029,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists","Social Workers, All Other",10800,11700,8.3,0.8,90,260,350,31.39,65293,Bachelor's degree,No experience necessary,Apprenticeship
21_1091,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Health Educators,7200,8600,19.4,1.9,150,140,290,26.419999999999998,54935,Bachelor's degree,No experience necessary,Apprenticeship
21_1092,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Probation Officers and Correctional Treatment Specialists,10900,11800,8.3,0.8,90,210,300,41.15,85593,Bachelor's degree,No experience necessary,Short-term on-the-job-training
21_1093,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Social and Human Service Assistants,47200,56500,19.7,2,930,930,1850,17.59,36593,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
21_1094,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Community Health Workers,6e3,7100,18.3,1.8,110,120,230,19.14,39819,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
21_1099,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists","Community and Social Service Specialists, All Other",10800,12e3,11.1,1.1,130,210,340,23.75,49406,Master's degree,No experience necessary,Apprenticeship
21_2011,Community and Social Service Occupations,Religious Workers,Clergy,12500,13300,6.4,0.6,80,270,350,25.64,53312,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
21_2021,Community and Social Service Occupations,Religious Workers,"Directors, Religious Activities and Education",8800,9300,5.7,0.6,40,240,280,20.8,43248,Bachelor's degree,Less than 5 years,Apprenticeship
21_2099,Community and Social Service Occupations,Religious Workers,"Religious Workers, All Other",3400,3600,5.9,0.6,20,60,80,21.05,43796,Bachelor's degree,No experience necessary,Apprenticeship
23_1011,Legal Occupations,"Lawyers, Judges, and Related Workers",Lawyers,91900,102700,11.8,1.2,1080,1340,2420,71.24000000000001,148167,Doctoral or professional degree,No experience necessary,Apprenticeship
23_1021,Legal Occupations,"Lawyers, Judges, and Related Workers","Administrative Law Judges, Adjudicators, and Hearing Officers",1600,1700,6.3,0.6,0,20,30,58.59,121861,Doctoral or professional degree,More than 5 years,Short-term on-the-job-training
23_1022,Legal Occupations,"Lawyers, Judges, and Related Workers","Arbitrators, Mediators, and Conciliators",1200,1400,16.7,1.7,10,20,30,33.730000000000004,70162,Bachelor's degree,Less than 5 years,Moderate-term on-the-job-training
23_2011,Legal Occupations,Legal Support Workers,Paralegals and Legal Assistants,29500,33400,13.2,1.3,390,650,1040,27.610000000000003,57441,Associate's degree,No experience necessary,Apprenticeship
23_2093,Legal Occupations,Legal Support Workers,"Title Examiners, Abstractors, and Searchers",7600,7700,1.3,0.1,10,170,180,25.74,53525,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
23_2099,Legal Occupations,Legal Support Workers,"Legal Support Workers, All Other",6700,7200,7.5,0.7,50,150,200,25.37,52764,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
25_1011,"Education, Training, and Library Occupations",Postsecondary Teachers,"Business Teachers, Postsecondary",6400,7300,14.1,1.4,100,110,210,6,89214,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1021,"Education, Training, and Library Occupations",Postsecondary Teachers,"Computer Science Teachers, Postsecondary",2700,3100,14.8,1.5,40,50,90,6,92714,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1022,"Education, Training, and Library Occupations",Postsecondary Teachers,"Mathematical Science Teachers, Postsecondary",5400,6500,20.4,2,110,100,210,6,89712,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1032,"Education, Training, and Library Occupations",Postsecondary Teachers,"Engineering Teachers, Postsecondary",2500,3100,24,2.4,50,50,100,6,110235,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1042,"Education, Training, and Library Occupations",Postsecondary Teachers,"Biological Science Teachers, Postsecondary",4700,5800,23.4,2.3,110,80,190,6,95758,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1051,"Education, Training, and Library Occupations",Postsecondary Teachers,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1800,2100,16.7,1.7,30,30,60,6,90848,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1052,"Education, Training, and Library Occupations",Postsecondary Teachers,"Chemistry Teachers, Postsecondary",1800,2200,22.2,2.2,40,30,70,6,108804,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1054,"Education, Training, and Library Occupations",Postsecondary Teachers,"Physics Teachers, Postsecondary",1300,1600,23.1,2.3,30,20,50,6,96529,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1063,"Education, Training, and Library Occupations",Postsecondary Teachers,"Economics Teachers, Postsecondary",1e3,1200,20,2,20,20,40,6,109251,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1065,"Education, Training, and Library Occupations",Postsecondary Teachers,"Political Science Teachers, Postsecondary",1400,1600,14.3,1.4,20,20,50,6,98020,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1066,"Education, Training, and Library Occupations",Postsecondary Teachers,"Psychology Teachers, Postsecondary",5100,6300,23.5,2.4,120,90,210,6,82052,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1067,"Education, Training, and Library Occupations",Postsecondary Teachers,"Sociology Teachers, Postsecondary",1100,1300,18.2,1.8,20,20,40,6,86536,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1069,"Education, Training, and Library Occupations",Postsecondary Teachers,"Social Sciences Teachers, Postsecondary, All Other",1900,2300,21.1,2.1,40,30,80,6,85187,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1071,"Education, Training, and Library Occupations",Postsecondary Teachers,"Health Specialties Teachers, Postsecondary",14800,19e3,28.4,2.8,420,260,680,6,100749,Doctoral or professional degree,Less than 5 years,Apprenticeship
25_1072,"Education, Training, and Library Occupations",Postsecondary Teachers,"Nursing Instructors and Teachers, Postsecondary",4700,5900,25.5,2.6,120,80,210,6,88748,Master's degree,Less than 5 years,Apprenticeship
25_1081,"Education, Training, and Library Occupations",Postsecondary Teachers,"Education Teachers, Postsecondary",4200,4900,16.7,1.7,70,70,150,6,73064,Doctoral or professional degree,Less than 5 years,Apprenticeship
25_1111,"Education, Training, and Library Occupations",Postsecondary Teachers,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1100,1300,18.2,1.8,30,20,50,6,83117,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1112,"Education, Training, and Library Occupations",Postsecondary Teachers,"Law Teachers, Postsecondary",1400,1800,28.6,2.9,40,20,70,6,107120,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1121,"Education, Training, and Library Occupations",Postsecondary Teachers,"Art, Drama, and Music Teachers, Postsecondary",16300,19500,19.6,2,310,290,600,6,81758,Master's degree,No experience necessary,Apprenticeship
25_1122,"Education, Training, and Library Occupations",Postsecondary Teachers,"Communications Teachers, Postsecondary",3200,3700,15.6,1.6,50,60,110,6,84528,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1123,"Education, Training, and Library Occupations",Postsecondary Teachers,"English Language and Literature Teachers, Postsecondary",7800,9100,16.7,1.7,130,140,270,6,84193,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1124,"Education, Training, and Library Occupations",Postsecondary Teachers,"Foreign Language and Literature Teachers, Postsecondary",3700,4400,18.9,1.9,70,70,140,6,77588,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1125,"Education, Training, and Library Occupations",Postsecondary Teachers,"History Teachers, Postsecondary",1800,2100,16.7,1.7,30,30,60,6,89630,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1126,"Education, Training, and Library Occupations",Postsecondary Teachers,"Philosophy and Religion Teachers, Postsecondary",2200,2600,18.2,1.8,40,40,80,6,87216,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1191,"Education, Training, and Library Occupations",Postsecondary Teachers,Graduate Teaching Assistants,20100,23200,15.4,1.5,310,360,670,6,31267,Bachelor's degree,No experience necessary,Apprenticeship
25_1193,"Education, Training, and Library Occupations",Postsecondary Teachers,"Recreation and Fitness Studies Teachers, Postsecondary",2600,3e3,15.4,1.5,40,50,80,6,85299,Doctoral or professional degree,No experience necessary,Apprenticeship
25_1194,"Education, Training, and Library Occupations",Postsecondary Teachers,"Vocational Education Teachers, Postsecondary",13900,16500,18.7,1.9,260,250,510,28.66,59612,Bachelor's degree,Less than 5 years,Apprenticeship
25_2011,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Preschool Teachers, Except Special Education",54200,58300,7.6,0.8,420,1590,2e3,15.47,32180,Associate's degree,No experience necessary,Apprenticeship
25_2012,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Kindergarten Teachers, Except Special Education",18500,20300,9.7,1,180,540,720,6,64867,Bachelor's degree,No experience necessary,Internship/Residency
25_2021,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Elementary School Teachers, Except Special Education",139e3,152200,9.5,0.9,1330,3070,4400,6,73967,Bachelor's degree,No experience necessary,Internship/Residency
25_2022,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Middle School Teachers, Except Special and Career/Technical Education",49700,54400,9.5,0.9,480,1100,1580,6,70152,Bachelor's degree,No experience necessary,Internship/Residency
25_2031,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Secondary School Teachers, Except Special and Career/Technical Education",97200,106500,9.6,1,930,2310,3240,6,75843,Bachelor's degree,No experience necessary,Internship/Residency
25_2032,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Career/Technical Education Teachers, Secondary School",2900,3100,6.9,0.7,10,70,80,6,72557,Bachelor's degree,Less than 5 years,Internship/Residency
25_2051,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers, Preschool",2100,2300,9.5,1,20,40,60,6,71694,Bachelor's degree,No experience necessary,Internship/Residency
25_2052,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers, Kindergarten and Elementary School",16400,18e3,9.8,1,160,310,470,6,69939,Bachelor's degree,No experience necessary,Internship/Residency
25_2053,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers, Middle School",6400,7e3,9.4,0.9,60,120,180,6,67484,Bachelor's degree,No experience necessary,Internship/Residency
25_2054,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers, Secondary School",8900,9700,9,0.9,80,170,250,6,75499,Bachelor's degree,No experience necessary,Internship/Residency
25_2059,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers","Special Education Teachers, All Other",4800,5400,12.5,1.3,60,90,150,6,63213,Bachelor's degree,No experience necessary,Internship/Residency
25_3011,"Education, Training, and Library Occupations",Other Teachers and Instructors,Adult Basic and Secondary Education and Literacy Teachers and Instructors,9800,11100,13.3,1.3,130,190,320,33.46,69584,Bachelor's degree,No experience necessary,Internship/Residency
25_3021,"Education, Training, and Library Occupations",Other Teachers and Instructors,Self-Enrichment Education Teachers,35300,44700,26.6,2.7,940,670,1600,18.279999999999998,38033,High school diploma or equivalent,Less than 5 years,Apprenticeship
25_3097,"Education, Training, and Library Occupations",Other Teachers and Instructors,"Teachers and Instructors, All Other, Except Substitute Teachers",52900,63700,20.4,2,1080,1e3,2080,6,43146,Bachelor's degree,No experience necessary,Internship/Residency
25_3098,"Education, Training, and Library Occupations",Other Teachers and Instructors,Substitute Teachers,103300,113200,9.6,1,990,1950,2940,18.439999999999998,38368,Bachelor's degree,No experience necessary,Internship/Residency
25_4012,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Curators,1200,1400,16.7,1.7,20,40,60,31.6,65719,Master's degree,No experience necessary,Apprenticeship
25_4013,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Museum Technicians and Conservators,1500,1800,20,2,30,50,80,21.810000000000002,45378,Bachelor's degree,No experience necessary,Apprenticeship
25_4021,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Librarians,9900,10900,10.1,1,100,190,290,34.61,71988,Master's degree,No experience necessary,Apprenticeship
25_4031,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Library Technicians,9900,10700,8.1,0.8,90,470,560,20.419999999999998,42477,Postsecondary non-degree award,No experience necessary,Apprenticeship
25_9011,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Audio-Visual and Multimedia Collections Specialists,2e3,2200,10,1,20,20,40,20.52,42690,Bachelor's degree,Less than 5 years,Apprenticeship
25_9031,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Instructional Coordinators,19800,22900,15.7,1.6,310,190,500,36.14,75154,Master's degree,More than 5 years,Apprenticeship
25_9041,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Teacher Assistants,143900,159e3,10.5,1,1500,3450,4950,6,31064,"Some college, no degree",No experience necessary,Apprenticeship
25_9099,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations","Education, Training, and Library Workers, All Other",30500,34200,12.1,1.2,370,290,670,16.52,34351,Bachelor's degree,No experience necessary,Apprenticeship
27_1011,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Art Directors,13700,15e3,9.5,0.9,130,260,380,53.849999999999994,112010,Bachelor's degree,More than 5 years,Apprenticeship
27_1013,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,"Fine Artists, Including Painters, Sculptors, and Illustrators",6700,7500,11.9,1.2,70,130,200,29.810000000000002,61986,Bachelor's degree,No experience necessary,Long-term on-the-job-training
27_1014,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Multimedia Artists and Animators,21800,25100,15.1,1.5,330,410,740,39.21,81565,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
27_1021,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Commercial and Industrial Designers,5300,5600,5.7,0.6,30,130,160,33.849999999999994,70426,Bachelor's degree,No experience necessary,Apprenticeship
27_1022,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Fashion Designers,8e3,9100,13.8,1.4,110,190,300,31.73,66003,Bachelor's degree,No experience necessary,Apprenticeship
27_1023,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Floral Designers,4300,4800,11.6,1.2,50,100,150,14.5,30161,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
27_1024,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Graphic Designers,37e3,41500,12.2,1.2,460,880,1340,26.38,54854,Bachelor's degree,No experience necessary,Apprenticeship
27_1025,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Interior Designers,8600,9e3,4.7,0.5,40,210,250,27.12,56406,Bachelor's degree,No experience necessary,Apprenticeship
27_1026,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Merchandise Displayers and Window Trimmers,13e3,14e3,7.7,0.8,110,310,410,13.49,28061,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
27_1027,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Set and Exhibit Designers,3700,4100,10.8,1.1,40,90,130,23.97,49852,Bachelor's degree,No experience necessary,Apprenticeship
27_1029,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,"Designers, All Other",1900,2200,15.8,1.6,20,50,70,32.91,68458,Bachelor's degree,No experience necessary,Apprenticeship
27_2012,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Producers and Directors,32e3,36800,15,1.5,480,1030,1510,43.849999999999994,91203,Bachelor's degree,Less than 5 years,Apprenticeship
27_2022,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Coaches and Scouts,33e3,38600,17,1.7,560,1120,1680,6,34686,Bachelor's degree,No experience necessary,Apprenticeship
27_2023,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Umpires, Referees, and Other Sports Officials",1900,2200,15.8,1.6,20,70,90,6,26357,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
27_2031,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Dancers,1700,1900,11.8,1.2,20,60,70,14.450000000000001,NA,No formal educational credential,No experience necessary,Long-term on-the-job-training
27_2041,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Music Directors and Composers,5700,5900,3.5,0.4,20,170,190,27.150000000000002,56477,Bachelor's degree,Less than 5 years,Apprenticeship
27_2042,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Musicians and Singers,16300,17100,4.9,0.5,80,470,550,30.77,NA,No formal educational credential,No experience necessary,Long-term on-the-job-training
27_2099,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Entertainers and Performers, Sports and Related Workers, All Other",4500,4900,8.9,0.9,40,140,180,18.330000000000002,NA,No formal educational credential,No experience necessary,Short-term on-the-job-training
27_3011,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Radio and Television Announcers,4200,4100,-2.4,-0.2,0,120,120,20.58,42812,Bachelor's degree,No experience necessary,Short-term on-the-job-training
27_3012,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Public Address System and Other Announcers,1200,1300,8.3,0.8,10,40,50,13.3,27675,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
27_3022,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Reporters and Correspondents,4300,4600,7,0.7,40,140,180,19.21,39961,Bachelor's degree,No experience necessary,Apprenticeship
27_3031,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Public Relations Specialists,24400,28e3,14.8,1.5,360,290,650,31.79,66125,Bachelor's degree,No experience necessary,Apprenticeship
27_3041,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Editors,11800,13200,11.9,1.2,140,430,570,30.88,64238,Bachelor's degree,Less than 5 years,Apprenticeship
27_3042,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Technical Writers,7600,9300,22.4,2.2,180,170,350,41.849999999999994,87043,Bachelor's degree,Less than 5 years,Short-term on-the-job-training
27_3043,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Writers and Authors,23400,26300,12.4,1.2,290,390,680,35,72790,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
27_3091,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Interpreters and Translators,9300,12700,36.6,3.7,340,150,490,21.84,45429,Bachelor's degree,No experience necessary,Short-term on-the-job-training
27_3099,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,"Media and Communication Workers, All Other",11500,12700,10.4,1,120,180,300,22.32,46433,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
27_4011,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,Audio and Video Equipment Technicians,14600,16900,15.8,1.6,230,280,510,23.25,48361,Postsecondary non-degree award,No experience necessary,Short-term on-the-job-training
27_4012,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,Broadcast Technicians,4400,4400,0,0,0,80,90,25.1,52216,Associate's degree,No experience necessary,Short-term on-the-job-training
27_4014,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,Sound Engineering Technicians,4700,5200,10.6,1.1,40,90,130,30.130000000000003,62665,Postsecondary non-degree award,No experience necessary,Short-term on-the-job-training
27_4021,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,Photographers,16100,18200,13,1.3,200,390,600,19.09,39707,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
27_4031,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,"Camera Operators, Television, Video, and Motion Picture",7e3,7200,2.9,0.3,20,60,80,29.02,60362,Bachelor's degree,No experience necessary,Apprenticeship
27_4032,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,Film and Video Editors,15800,18e3,13.9,1.4,220,140,360,43,89448,Bachelor's degree,No experience necessary,Apprenticeship
27_4099,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Equipment Workers,"Media and Communication Equipment Workers, All Other",7500,7400,-1.3,-0.1,0,140,140,36.120000000000005,75123,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
29_1011,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Chiropractors,4100,4300,4.9,0.5,20,70,90,34.61,71999,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1021,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Dentists, General",16600,19100,15.1,1.5,250,340,590,74.95,155907,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1031,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Dietitians and Nutritionists,7400,8900,20.3,2,160,60,210,35.51,73855,Bachelor's degree,No experience necessary,Internship/Residency
29_1041,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Optometrists,4700,5600,19.1,1.9,100,170,260,53.92,112152,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1051,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Pharmacists,29100,31300,7.6,0.8,220,680,900,68.88,143267,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1061,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Anesthesiologists,2700,3400,25.9,2.6,80,70,150,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1062,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Family and General Practitioners,17900,20400,14,1.4,260,480,740,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1063,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Internists, General",5600,6500,16.1,1.6,90,150,240,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1064,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Obstetricians and Gynecologists,2500,3200,28,2.8,70,70,130,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1065,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Pediatricians, General",4400,5200,18.2,1.8,70,120,190,90,187200,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1066,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Psychiatrists,3500,4100,17.1,1.7,60,90,160,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1067,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Surgeons,5700,7300,28.1,2.8,160,150,310,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1069,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Physicians and Surgeons, All Other",23800,28600,20.2,2,480,640,1120,NA,NA,Doctoral or professional degree,No experience necessary,Internship/Residency
29_1071,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Physician Assistants,9900,13300,34.3,3.4,340,220,560,53.339999999999996,110955,Master's degree,No experience necessary,Apprenticeship
29_1122,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Occupational Therapists,10300,12600,22.3,2.2,230,200,430,44.71,92999,Master's degree,No experience necessary,Apprenticeship
29_1123,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Physical Therapists,19300,24500,26.9,2.7,530,520,1040,45.94,95555,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1124,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Radiation Therapists,1100,1300,18.2,1.8,20,30,40,53.03,110296,Associate's degree,No experience necessary,Apprenticeship
29_1125,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Recreational Therapists,1700,1900,11.8,1.2,20,40,60,33.58,69848,Bachelor's degree,No experience necessary,Apprenticeship
29_1126,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Respiratory Therapists,14700,17200,17,1.7,250,350,600,38.760000000000005,80632,Associate's degree,No experience necessary,Apprenticeship
29_1127,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Speech-Language Pathologists,11e3,12900,17.3,1.7,200,280,470,42.83,89083,Master's degree,No experience necessary,Apprenticeship
29_1129,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Therapists, All Other",2100,2600,23.8,2.4,60,20,80,26.7,55543,Bachelor's degree,No experience necessary,Apprenticeship
29_1131,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Veterinarians,7500,8900,18.7,1.9,140,120,260,50.21,104432,Doctoral or professional degree,No experience necessary,Apprenticeship
29_1141,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Registered Nurses,256e3,300300,17.3,1.7,4430,6040,10470,48.97,101855,Bachelor's degree,No experience necessary,Apprenticeship
29_1151,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Nurse Anesthetists,1100,1400,27.3,2.7,30,30,60,NA,NA,Master's degree,No experience necessary,Apprenticeship
29_1171,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,Nurse Practitioners,10800,15e3,38.9,3.9,420,260,670,57.55,119710,Master's degree,No experience necessary,Apprenticeship
29_1199,Healthcare Practitioners and Technical Occupations,Health Diagnosing and Treating Practitioners,"Health Diagnosing and Treating Practitioners, All Other",5900,7100,20.3,2,130,140,260,33.56,69797,Master's degree,No experience necessary,Apprenticeship
29_2011,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Medical and Clinical Laboratory Technologists,10800,12900,19.4,1.9,210,260,470,40.55,84335,Bachelor's degree,No experience necessary,Apprenticeship
29_2012,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Medical and Clinical Laboratory Technicians,17600,21700,23.3,2.3,410,420,830,22.330000000000002,46454,Associate's degree,No experience necessary,Apprenticeship
